Date,Series,Value
2019-02-04,Average Tone,0.6291
2019-02-05,Average Tone,-1.468
2019-02-06,Average Tone,-0.1392
2019-02-07,Average Tone,0.1447
2019-02-08,Average Tone,0.1259
2019-02-09,Average Tone,0.087
2019-02-10,Average Tone,-0.3769
2019-02-11,Average Tone,0.5485
2019-02-12,Average Tone,0.2991
2019-02-13,Average Tone,-0.2966
2019-02-14,Average Tone,0.208
2019-02-15,Average Tone,0.3455
2019-02-16,Average Tone,0.1913
2019-02-17,Average Tone,-1.0498
2019-02-18,Average Tone,0.5933
2019-02-19,Average Tone,0.3887
2019-02-20,Average Tone,0.4548
2019-02-21,Average Tone,0.8264
2019-02-22,Average Tone,-0.2844
2019-02-23,Average Tone,0.533
2019-02-24,Average Tone,-0.471
2019-02-25,Average Tone,0.4913
2019-02-26,Average Tone,0.977
2019-02-27,Average Tone,0.6038
2019-02-28,Average Tone,0.1211
2019-03-01,Average Tone,0.9472
2019-03-02,Average Tone,0.5694
2019-03-03,Average Tone,0.1965
2019-03-04,Average Tone,-0.564
2019-03-05,Average Tone,0.5779
2019-03-06,Average Tone,0.6071
2019-03-07,Average Tone,0.6757
2019-03-08,Average Tone,0.6708
2019-03-09,Average Tone,0.0847
2019-03-10,Average Tone,0.3091
2019-03-11,Average Tone,0.8448
2019-03-12,Average Tone,0.9835
2019-03-13,Average Tone,0.8252
2019-03-14,Average Tone,0.1416
2019-03-15,Average Tone,0.0567
2019-03-16,Average Tone,0.3524
2019-03-17,Average Tone,-0.2606
2019-03-18,Average Tone,0.5039
2019-03-19,Average Tone,0.4759
2019-03-20,Average Tone,0.9163
2019-03-21,Average Tone,0.8373
2019-03-22,Average Tone,0.2782
2019-03-23,Average Tone,0.5315
2019-03-24,Average Tone,0.2073
2019-03-25,Average Tone,1.0713
2019-03-26,Average Tone,0.3777
2019-03-27,Average Tone,-0.0239
2019-03-28,Average Tone,-0.3717
2019-03-29,Average Tone,-0.0912
2019-03-30,Average Tone,-0.6088
2019-03-31,Average Tone,0.1001
2019-04-01,Average Tone,0.4681
2019-04-02,Average Tone,0.2803
2019-04-03,Average Tone,0.4984
2019-04-04,Average Tone,0.2245
2019-04-05,Average Tone,0.6694
2019-04-06,Average Tone,0.3353
2019-04-07,Average Tone,0.4196
2019-04-08,Average Tone,0.8236
2019-04-09,Average Tone,-0.1104
2019-04-10,Average Tone,0.4618
2019-04-11,Average Tone,1.3791
2019-04-12,Average Tone,0.8225
2019-04-13,Average Tone,0.6765
2019-04-14,Average Tone,0.7416
2019-04-15,Average Tone,0.4504
2019-04-16,Average Tone,0.8207
2019-04-17,Average Tone,0.7952
2019-04-18,Average Tone,0.782
2019-04-19,Average Tone,0.4542
2019-04-20,Average Tone,0.1255
2019-04-21,Average Tone,0.3308
2019-04-22,Average Tone,0.7138
2019-04-23,Average Tone,0.3535
2019-04-24,Average Tone,1.6826
2019-04-25,Average Tone,0.3899
2019-04-26,Average Tone,-0.323
2019-04-27,Average Tone,0.623
2019-04-28,Average Tone,0.057
2019-04-29,Average Tone,0.1256
2019-04-30,Average Tone,1.2088
2019-05-01,Average Tone,0.0575
2019-05-02,Average Tone,1.1952
2019-05-03,Average Tone,0.3694
2019-05-04,Average Tone,0.8179
2019-05-05,Average Tone,0.1851
2019-05-06,Average Tone,-0.0077
2019-05-07,Average Tone,0.6687
2019-05-08,Average Tone,-0.4074
2019-05-09,Average Tone,0.3407
2019-05-10,Average Tone,0.0769
2019-05-11,Average Tone,0.4827
2019-05-12,Average Tone,0.712
2019-05-13,Average Tone,1.0601
2019-05-14,Average Tone,0.575
2019-05-15,Average Tone,0.5137
2019-05-16,Average Tone,0.729
2019-05-17,Average Tone,-1.1556
2019-05-18,Average Tone,0.2182
2019-05-19,Average Tone,0.092
2019-05-20,Average Tone,0.413
2019-05-21,Average Tone,0.9734
2019-05-22,Average Tone,0.2936
2019-05-23,Average Tone,1.1628
2019-05-24,Average Tone,0.8004
2019-05-25,Average Tone,0.2558
2019-05-26,Average Tone,0.4372
2019-05-27,Average Tone,0.6195
2019-05-28,Average Tone,0.3375
2019-05-29,Average Tone,0.7333
2019-05-30,Average Tone,1.5353
2019-05-31,Average Tone,0.1552
2019-06-01,Average Tone,0.3985
2019-06-02,Average Tone,0.4716
2019-06-03,Average Tone,1.3104
2019-06-04,Average Tone,0.2477
2019-06-05,Average Tone,1.4717
2019-06-06,Average Tone,0.8396
2019-06-07,Average Tone,0.4096
2019-06-08,Average Tone,0.2504
2019-06-09,Average Tone,0.4696
2019-06-10,Average Tone,0.3016
2019-06-11,Average Tone,1.0579
2019-06-12,Average Tone,0.9033
2019-06-13,Average Tone,0.5959
2019-06-14,Average Tone,1.0353
2019-06-15,Average Tone,0.2574
2019-06-16,Average Tone,0.5917
2019-06-17,Average Tone,0.6588
2019-06-18,Average Tone,0.4259
2019-06-19,Average Tone,0.7038
2019-06-20,Average Tone,-0.1945
2019-06-21,Average Tone,0.3073
2019-06-22,Average Tone,-0.0263
2019-06-23,Average Tone,-0.7657
2019-06-24,Average Tone,0.2614
2019-06-25,Average Tone,0.8754
2019-06-26,Average Tone,0.8085
2019-06-27,Average Tone,-0.0915
2019-06-28,Average Tone,-0.27
2019-06-29,Average Tone,0.4282
2019-06-30,Average Tone,-0.2609
2019-07-01,Average Tone,1.6479
2019-07-02,Average Tone,0.539
2019-07-03,Average Tone,1.4005
2019-07-04,Average Tone,1.7699
2019-07-05,Average Tone,-0.1027
2019-07-06,Average Tone,-0.5087
2019-07-07,Average Tone,0.8855
2019-07-08,Average Tone,-0.2771
2019-07-09,Average Tone,0.9711
2019-07-10,Average Tone,0.6892
2019-07-11,Average Tone,0.8028
2019-07-12,Average Tone,-1.4042
2019-07-13,Average Tone,0.0481
2019-07-14,Average Tone,-1.6621
2019-07-15,Average Tone,-1.9429
2019-07-16,Average Tone,-1.2056
2019-07-17,Average Tone,-0.4374
2019-07-18,Average Tone,0.286
2019-07-19,Average Tone,0.6853
2019-07-20,Average Tone,0.6486
2019-07-21,Average Tone,0.4304
2019-07-22,Average Tone,0.4478
2019-07-23,Average Tone,0.3179
2019-07-24,Average Tone,0.409
2019-07-25,Average Tone,0.5368
2019-07-26,Average Tone,2.2915
2019-07-27,Average Tone,0.6208
2019-07-28,Average Tone,0.2579
2019-07-29,Average Tone,1.0148
2019-07-30,Average Tone,1.0201
2019-07-31,Average Tone,0.0818
2019-08-01,Average Tone,0.6599
2019-08-02,Average Tone,1.339
2019-08-03,Average Tone,0.9767
2019-08-04,Average Tone,-0.043
2019-08-05,Average Tone,0.1965
2019-08-06,Average Tone,1.2152
2019-08-07,Average Tone,1.8062
2019-08-08,Average Tone,0.5438
2019-08-09,Average Tone,0.3738
2019-08-10,Average Tone,0.2263
2019-08-11,Average Tone,0.4995
2019-08-12,Average Tone,-0.0268
2019-08-13,Average Tone,-0.2624
2019-08-14,Average Tone,-0.1055
2019-08-15,Average Tone,-2.1802
2019-08-16,Average Tone,1.395
2019-08-17,Average Tone,-0.6445
2019-08-18,Average Tone,0.0142
2019-08-19,Average Tone,0.0501
2019-08-20,Average Tone,0.8988
2019-08-21,Average Tone,0.6989
2019-08-22,Average Tone,0.5562
2019-08-23,Average Tone,0.498
2019-08-24,Average Tone,-0.8114
2019-08-25,Average Tone,0.3669
2019-08-26,Average Tone,0.3245
2019-08-27,Average Tone,1.3741
2019-08-28,Average Tone,0.3482
2019-08-29,Average Tone,-0.499
2019-08-30,Average Tone,1.0748
2019-08-31,Average Tone,1.3521
2019-09-01,Average Tone,0.9955
2019-09-02,Average Tone,-0.0486
2019-09-03,Average Tone,0.9286
2019-09-04,Average Tone,0.8798
2019-09-05,Average Tone,1.3496
2019-09-06,Average Tone,1.4431
2019-09-07,Average Tone,0.9344
2019-09-08,Average Tone,0.8079
2019-09-09,Average Tone,0.418
2019-09-10,Average Tone,-0.0825
2019-09-11,Average Tone,-0.2505
2019-09-12,Average Tone,0.4457
2019-09-13,Average Tone,0.7015
2019-09-14,Average Tone,0.4177
2019-09-15,Average Tone,0.2092
2019-09-16,Average Tone,1.0846
2019-09-17,Average Tone,1.3057
2019-09-18,Average Tone,0.8747
2019-09-19,Average Tone,1.1882
2019-09-20,Average Tone,0.5335
2019-09-21,Average Tone,-0.5321
2019-09-22,Average Tone,1.1731
2019-09-23,Average Tone,1.132
2019-09-24,Average Tone,0.7605
2019-09-25,Average Tone,1.8951
2019-09-26,Average Tone,1.182
2019-09-27,Average Tone,0.7709
2019-09-28,Average Tone,1.8843
2019-09-29,Average Tone,0.6643
2019-09-30,Average Tone,0.3456
2019-10-01,Average Tone,0.288
2019-10-02,Average Tone,0.7024
2019-10-03,Average Tone,0.6901
2019-10-04,Average Tone,0.371
2019-10-05,Average Tone,0.3651
2019-10-06,Average Tone,-0.4304
2019-10-07,Average Tone,-0.3686
2019-10-08,Average Tone,1.2006
2019-10-09,Average Tone,0.5619
2019-10-10,Average Tone,-0.0661
2019-10-11,Average Tone,0.7526
2019-10-12,Average Tone,-0.2477
2019-10-13,Average Tone,-0.0723
2019-10-14,Average Tone,0.6804
2019-10-15,Average Tone,1.1665
2019-10-16,Average Tone,0.3678
2019-10-17,Average Tone,0.01
2019-10-18,Average Tone,1.0937
2019-10-19,Average Tone,-0.0086
2019-10-20,Average Tone,0.1202
2019-10-21,Average Tone,0.661
2019-10-22,Average Tone,1.2077
2019-10-23,Average Tone,0.4118
2019-10-24,Average Tone,1.3262
2019-10-25,Average Tone,1.8303
2019-10-26,Average Tone,0.0147
2019-10-27,Average Tone,0.0638
2019-10-28,Average Tone,0.7787
2019-10-29,Average Tone,0.3752
2019-10-30,Average Tone,1.5673
2019-10-31,Average Tone,1.0185
2019-11-01,Average Tone,1.2513
2019-11-02,Average Tone,1.2645
2019-11-03,Average Tone,-0.3215
2019-11-04,Average Tone,0.9798
2019-11-05,Average Tone,1.5495
2019-11-06,Average Tone,1.3579
2019-11-07,Average Tone,1.1797
2019-11-08,Average Tone,1.8269
2019-11-09,Average Tone,1.0185
2019-11-10,Average Tone,0.659
2019-11-11,Average Tone,0.7689
2019-11-12,Average Tone,0.7374
2019-11-13,Average Tone,1.5727
2019-11-14,Average Tone,0.4224
2019-11-15,Average Tone,0.4449
2019-11-16,Average Tone,0.7151
2019-11-17,Average Tone,0.0257
2019-11-18,Average Tone,1.3127
2019-11-19,Average Tone,1.1645
2019-11-20,Average Tone,0.9146
2019-11-21,Average Tone,0.6858
2019-11-22,Average Tone,-0.7551
2019-11-23,Average Tone,-2.5185
2019-11-24,Average Tone,0.0748
2019-11-25,Average Tone,-0.5951
2019-11-26,Average Tone,0.2805
2019-11-27,Average Tone,-0.2971
2019-11-28,Average Tone,0.7527
2019-11-29,Average Tone,-0.6188
2019-11-30,Average Tone,-1.1378
2019-12-01,Average Tone,-1.0037
2019-12-02,Average Tone,0.4437
2019-12-03,Average Tone,-0.5199
2019-12-04,Average Tone,0.7409
2019-12-05,Average Tone,0.6301
2019-12-06,Average Tone,0.8982
2019-12-07,Average Tone,0.8013
2019-12-08,Average Tone,1.0872
2019-12-09,Average Tone,0.2731
2019-12-10,Average Tone,0.3878
2019-12-11,Average Tone,0.4808
2019-12-12,Average Tone,0.9234
2019-12-13,Average Tone,0.7073
2019-12-14,Average Tone,0.1254
2019-12-15,Average Tone,0.4802
2019-12-16,Average Tone,0.6397
2019-12-17,Average Tone,0.8645
2019-12-18,Average Tone,0.2164
2019-12-19,Average Tone,0.8571
2019-12-20,Average Tone,0.7234
2019-12-21,Average Tone,0.3804
2019-12-22,Average Tone,-0.5368
2019-12-23,Average Tone,0.5011
2019-12-24,Average Tone,0.0317
2019-12-25,Average Tone,0.6625
2019-12-26,Average Tone,-0.4272
2019-12-27,Average Tone,-0.1239
2019-12-28,Average Tone,0.3281
2019-12-29,Average Tone,-0.2767
2019-12-30,Average Tone,0.2709
2019-12-31,Average Tone,-0.6463
2020-01-01,Average Tone,0.3808
2020-01-02,Average Tone,0.2333
2020-01-03,Average Tone,0.7449
2020-01-04,Average Tone,0.256
2020-01-05,Average Tone,-0.0937
2020-01-06,Average Tone,-0.9656
2020-01-07,Average Tone,0.5981
2020-01-08,Average Tone,0.7591
2020-01-09,Average Tone,0.3596
2020-01-10,Average Tone,-0.1147
2020-01-11,Average Tone,0.6213
2020-01-12,Average Tone,1.127
2020-01-13,Average Tone,1.2618
2020-01-14,Average Tone,0.461
2020-01-15,Average Tone,0.1283
2020-01-16,Average Tone,-0.1274
2020-01-17,Average Tone,0.0034
2020-01-18,Average Tone,0.1732
2020-01-19,Average Tone,0.5368
2020-01-20,Average Tone,0.3702
2020-01-21,Average Tone,1.0965
2020-01-22,Average Tone,0.9971
2020-01-23,Average Tone,1.2388
2020-01-24,Average Tone,0.727
2020-01-25,Average Tone,0.1696
2020-01-26,Average Tone,-0.2458
2020-01-27,Average Tone,0.6581
2020-01-28,Average Tone,1.179
2020-01-29,Average Tone,0.9628
2020-01-30,Average Tone,0.9619
2020-01-31,Average Tone,-0.3001
2020-02-01,Average Tone,-0.4649
2020-02-02,Average Tone,-3.8894
2020-02-03,Average Tone,-0.3294
2020-02-04,Average Tone,1.6233
2020-02-05,Average Tone,2.383
2020-02-06,Average Tone,0.7053
2020-02-07,Average Tone,1.3664
2020-02-08,Average Tone,0.2465
2020-02-09,Average Tone,0.7169
2020-02-10,Average Tone,1.1558
2020-02-11,Average Tone,0.1647
2020-02-12,Average Tone,0.1203
2020-02-13,Average Tone,0.1305
2020-02-14,Average Tone,0.9134
2020-02-15,Average Tone,0.207
2020-02-16,Average Tone,-0.5696
2020-02-17,Average Tone,0.1601
2020-02-18,Average Tone,0.2682
2020-02-19,Average Tone,0.6712
2020-02-20,Average Tone,0.5401
2020-02-21,Average Tone,0.0714
2020-02-22,Average Tone,-0.5635
2020-02-23,Average Tone,0.6123
2020-02-24,Average Tone,0.3962
2020-02-25,Average Tone,0.5248
2020-02-26,Average Tone,0.4645
2020-02-27,Average Tone,-0.0163
2020-02-28,Average Tone,-0.8451
2020-02-29,Average Tone,2.7454
2020-03-01,Average Tone,1.6168
2020-03-02,Average Tone,0.6339
2020-03-03,Average Tone,-0.4337
2020-03-04,Average Tone,0.8865
2020-03-05,Average Tone,-0.15
2020-03-06,Average Tone,0.8585
2020-03-07,Average Tone,-0.5896
2020-03-08,Average Tone,-0.7647
2020-03-09,Average Tone,-0.0574
2020-03-10,Average Tone,1.0115
2020-03-11,Average Tone,0.5911
2020-03-12,Average Tone,-0.5244
2020-03-13,Average Tone,-1.1153
2020-03-14,Average Tone,-1.2356
2020-03-15,Average Tone,0.0917
2020-03-16,Average Tone,0.5056
2020-03-17,Average Tone,0.9465
2020-03-18,Average Tone,1.2456
2020-03-19,Average Tone,0.8479
2020-03-20,Average Tone,0.7814
2020-03-21,Average Tone,0.7976
2020-03-22,Average Tone,0.5993
2020-03-23,Average Tone,-0.1155
2020-03-24,Average Tone,0.8529
2020-03-25,Average Tone,0.8805
2020-03-26,Average Tone,1.0162
2020-03-27,Average Tone,0.6689
2020-03-28,Average Tone,-0.0462
2020-03-29,Average Tone,-0.2786
2020-03-30,Average Tone,0.8088
2020-03-31,Average Tone,1.6506
2020-04-01,Average Tone,0.4074
2020-04-02,Average Tone,0.6203
2020-04-03,Average Tone,1.2261
2020-04-04,Average Tone,0.093
2020-04-05,Average Tone,-0.3152
2020-04-06,Average Tone,1.8737
2020-04-07,Average Tone,0.79
2020-04-08,Average Tone,0.7686
2020-04-09,Average Tone,1.9038
2020-04-10,Average Tone,-0.1158
2020-04-11,Average Tone,-0.7139
2020-04-12,Average Tone,0.0594
2020-04-13,Average Tone,0.3288
2020-04-14,Average Tone,1.2036
2020-04-15,Average Tone,0.6813
2020-04-16,Average Tone,0.4768
2020-04-17,Average Tone,2.4547
2020-04-18,Average Tone,0.3853
2020-04-19,Average Tone,-0.5056
2020-04-20,Average Tone,1.6899
2020-04-21,Average Tone,0.2342
2020-04-22,Average Tone,1.363
2020-04-23,Average Tone,0.6669
2020-04-24,Average Tone,0.0143
2020-04-25,Average Tone,-0.2366
2020-04-26,Average Tone,-0.61
2020-04-27,Average Tone,1.5261
2020-04-28,Average Tone,0.5734
2020-04-29,Average Tone,1.2355
2020-04-30,Average Tone,0.759
2020-05-01,Average Tone,0.5634
2020-05-02,Average Tone,0.4334
2020-05-03,Average Tone,2.1245
2020-05-04,Average Tone,0.7955
2020-05-05,Average Tone,1.5685
2020-05-06,Average Tone,1.1983
2020-05-07,Average Tone,1.0714
2020-05-08,Average Tone,0.1709
2020-05-09,Average Tone,2.0847
2020-05-10,Average Tone,-0.9271
2020-05-11,Average Tone,-0.1535
2020-05-12,Average Tone,1.6552
2020-05-13,Average Tone,0.5811
2020-05-14,Average Tone,-0.0797
2020-05-15,Average Tone,0.8517
2020-05-16,Average Tone,-0.0013
2020-05-17,Average Tone,-1.0818
2020-05-18,Average Tone,1.6324
2020-05-19,Average Tone,-0.2248
2020-05-20,Average Tone,0.9455
2020-05-21,Average Tone,1.4481
2020-05-22,Average Tone,-0.2952
2020-05-23,Average Tone,-0.3832
2020-05-24,Average Tone,-1.1291
2020-05-25,Average Tone,-0.8764
2020-05-26,Average Tone,2.318
2020-05-27,Average Tone,1.239
2020-05-28,Average Tone,0.576
2020-05-29,Average Tone,1.632
2020-05-30,Average Tone,0.7796
2020-05-31,Average Tone,-0.331
2020-06-01,Average Tone,0.5316
2020-06-02,Average Tone,0.0833
2020-06-03,Average Tone,0.1255
2020-06-04,Average Tone,0.1221
2020-06-05,Average Tone,0.678
2020-06-06,Average Tone,0.392
2020-06-07,Average Tone,-0.5908
2020-06-08,Average Tone,1.3606
2020-06-09,Average Tone,0.9347
2020-06-10,Average Tone,0.7943
2020-06-11,Average Tone,2.8159
2020-06-12,Average Tone,0.5894
2020-06-13,Average Tone,-1.5228
2020-06-14,Average Tone,0.8127
2020-06-15,Average Tone,-0.0707
2020-06-16,Average Tone,0.5749
2020-06-17,Average Tone,-0.0494
2020-06-18,Average Tone,0.3066
2020-06-19,Average Tone,0.0226
2020-06-20,Average Tone,0.0054
2020-06-21,Average Tone,0.1715
2020-06-22,Average Tone,0.2786
2020-06-23,Average Tone,0.754
2020-06-24,Average Tone,0.8914
2020-06-25,Average Tone,0.6504
2020-06-26,Average Tone,0.9494
2020-06-27,Average Tone,0.2678
2020-06-28,Average Tone,1.1343
2020-06-29,Average Tone,0.1859
2020-06-30,Average Tone,0.6747
2020-07-01,Average Tone,0.4482
2020-07-02,Average Tone,1.1059
2020-07-03,Average Tone,-0.0696
2020-07-04,Average Tone,0.3054
2020-07-05,Average Tone,0.768
2020-07-06,Average Tone,-0.1216
2020-07-07,Average Tone,0.9006
2020-07-08,Average Tone,0.4359
2020-07-09,Average Tone,-0.0959
2020-07-10,Average Tone,1.9433
2020-07-11,Average Tone,1.5804
2020-07-12,Average Tone,-0.6189
2020-07-13,Average Tone,0.2786
2020-07-14,Average Tone,1.0163
2020-07-15,Average Tone,0.6548
2020-07-16,Average Tone,-0.1879
2020-07-17,Average Tone,0.9121
2020-07-18,Average Tone,0.4209
2020-07-19,Average Tone,0.3289
2020-07-20,Average Tone,2.0086
2020-07-21,Average Tone,0.6199
2020-07-22,Average Tone,0.811
2020-07-23,Average Tone,1.8209
2020-07-24,Average Tone,1.2783
2020-07-25,Average Tone,-0.1924
2020-07-26,Average Tone,1.2782
2020-07-27,Average Tone,0.6171
2020-07-28,Average Tone,0.5445
2020-07-29,Average Tone,0.5963
2020-07-30,Average Tone,0.5727
2020-07-31,Average Tone,0.4374
2020-08-01,Average Tone,0.8028
2020-08-02,Average Tone,-0.8074
2020-08-03,Average Tone,0.7033
2020-08-04,Average Tone,0.9733
2020-08-05,Average Tone,0.3291
2020-08-06,Average Tone,1.0924
2020-08-07,Average Tone,0.6116
2020-08-08,Average Tone,0.274
2020-08-09,Average Tone,0.976
2020-08-10,Average Tone,0.5281
2020-08-11,Average Tone,1.1073
2020-08-12,Average Tone,0.4974
2020-08-13,Average Tone,-0.7924
2020-08-14,Average Tone,0.8616
2020-08-15,Average Tone,-0.3898
2020-08-16,Average Tone,-0.4228
2020-08-17,Average Tone,1.0885
2020-08-18,Average Tone,0.6847
2020-08-19,Average Tone,1.5317
2020-08-20,Average Tone,0.6295
2020-08-21,Average Tone,0.326
2020-08-22,Average Tone,-0.2685
2020-08-23,Average Tone,0.8748
2020-08-24,Average Tone,1.3533
2020-08-25,Average Tone,1.0026
2020-08-26,Average Tone,0.3072
2020-08-27,Average Tone,1.9602
2020-08-28,Average Tone,0.4388
2020-08-29,Average Tone,-0.2254
2020-08-30,Average Tone,-0.5818
2020-08-31,Average Tone,2.0006
2020-09-01,Average Tone,0.7519
2020-09-02,Average Tone,0.4629
2020-09-03,Average Tone,0.3012
2020-09-04,Average Tone,0.4951
2020-09-05,Average Tone,0.4133
2020-09-06,Average Tone,0.1127
2020-09-07,Average Tone,-0.1162
2020-09-08,Average Tone,0.5359
2020-09-09,Average Tone,1.26
2020-09-10,Average Tone,1.826
2020-09-11,Average Tone,0.7421
2020-09-12,Average Tone,1.1375
2020-09-13,Average Tone,1.8497
2020-09-14,Average Tone,0.5463
2020-09-15,Average Tone,0.3835
2020-09-16,Average Tone,0.0876
2020-09-17,Average Tone,0.1028
2020-09-18,Average Tone,0.9472
2020-09-19,Average Tone,1.6155
2020-09-20,Average Tone,1.7749
2020-09-21,Average Tone,1.729
2020-09-22,Average Tone,-0.3648
2020-09-23,Average Tone,-0.32
2020-09-24,Average Tone,0.3906
2020-09-25,Average Tone,1.2523
2020-09-26,Average Tone,-1.5981
2020-09-27,Average Tone,-0.3671
2020-09-28,Average Tone,-0.1889
2020-09-29,Average Tone,0.9321
2020-09-30,Average Tone,1.221
2020-10-01,Average Tone,0.8462
2020-10-02,Average Tone,2.1934
2020-10-03,Average Tone,1.0814
2020-10-04,Average Tone,-0.5918
2020-10-05,Average Tone,0.3117
2020-10-06,Average Tone,1.2695
2020-10-07,Average Tone,0.2311
2020-10-08,Average Tone,0.3759
2020-10-09,Average Tone,-0.1367
2020-10-10,Average Tone,0.1761
2020-10-11,Average Tone,0.0087
2020-10-12,Average Tone,0.5256
2020-10-13,Average Tone,0.0707
2020-10-14,Average Tone,1.1565
2020-10-15,Average Tone,1.2371
2020-10-16,Average Tone,-0.5879
2020-10-17,Average Tone,-0.6773
2020-10-18,Average Tone,-0.5415
2020-10-19,Average Tone,1.5416
2020-10-21,Average Tone,1.1431
2020-10-22,Average Tone,1.0401
2020-10-23,Average Tone,0.3485
2020-10-24,Average Tone,0.5989
2020-10-25,Average Tone,0.7877
2020-10-26,Average Tone,1.2276
2020-10-27,Average Tone,0.9624
2020-10-28,Average Tone,0.3771
2020-10-29,Average Tone,0.6468
2020-10-30,Average Tone,-0.6281
2020-10-31,Average Tone,2.0045
2020-11-01,Average Tone,0.1368
2020-11-02,Average Tone,1.0311
2020-11-03,Average Tone,0.5868
2020-11-04,Average Tone,1.9304
2020-11-05,Average Tone,0.8059
2020-11-06,Average Tone,1.4719
2020-11-07,Average Tone,0
2020-11-08,Average Tone,0.857
2020-11-09,Average Tone,1.8585
2020-11-10,Average Tone,1.5738
2020-11-11,Average Tone,-0.3268
2020-11-12,Average Tone,1.1377
2020-11-13,Average Tone,2.277
2020-11-14,Average Tone,4.8232
2020-11-15,Average Tone,0.5775
2020-11-16,Average Tone,-0.8769
2020-11-17,Average Tone,0.2434
2020-11-18,Average Tone,1.0809
2020-11-19,Average Tone,0.8032
2020-11-20,Average Tone,1.6616
2020-11-21,Average Tone,1.3095
2020-11-22,Average Tone,2.2374
2020-11-23,Average Tone,1.282
2020-11-24,Average Tone,0.6466
2020-11-25,Average Tone,1.6374
2020-11-26,Average Tone,-1.4785
2020-11-27,Average Tone,0.3587
2020-11-28,Average Tone,-1.0824
2020-11-29,Average Tone,0.0776
2020-11-30,Average Tone,0.8882
2020-12-01,Average Tone,0.2486
2020-12-02,Average Tone,1.0433
2020-12-03,Average Tone,0.9662
2020-12-04,Average Tone,1.0976
2020-12-05,Average Tone,0.05
2020-12-06,Average Tone,2.2758
2020-12-07,Average Tone,1.4037
2020-12-08,Average Tone,2.0264
2020-12-09,Average Tone,0.6852
2020-12-10,Average Tone,1.9738
2020-12-11,Average Tone,1.5075
2020-12-12,Average Tone,0.8854
2020-12-13,Average Tone,0.604
2020-12-14,Average Tone,1.4674
2020-12-15,Average Tone,0.8138
2020-12-16,Average Tone,0.2253
2020-12-17,Average Tone,1.251
2020-12-18,Average Tone,0.5746
2020-12-19,Average Tone,1.0254
2020-12-20,Average Tone,2.2214
2020-12-21,Average Tone,1.0196
2020-12-22,Average Tone,0.2179
2020-12-23,Average Tone,0.1023
2020-12-24,Average Tone,0.6186
2020-12-25,Average Tone,0.449
2020-12-26,Average Tone,1.5206
2020-12-27,Average Tone,0.307
2020-12-28,Average Tone,0.2954
2020-12-29,Average Tone,-0.051
2020-12-30,Average Tone,0.5631
2020-12-31,Average Tone,0.3556
2021-01-01,Average Tone,1.2896
2021-01-02,Average Tone,0.5301
2021-01-03,Average Tone,2.3589
2021-01-04,Average Tone,0.53
2021-01-05,Average Tone,-0.1105
2021-01-06,Average Tone,0.4085
2021-01-07,Average Tone,1.2752
2021-01-08,Average Tone,0.0894
2021-01-09,Average Tone,-1.1752
2021-01-10,Average Tone,-0.2027
2021-01-11,Average Tone,-0.5946
2021-01-12,Average Tone,0.2076
2021-01-13,Average Tone,-0.0112
2021-01-14,Average Tone,1.3981
2021-01-15,Average Tone,1.1108
2021-01-16,Average Tone,0.9031
2021-01-17,Average Tone,-2.2287
2021-01-18,Average Tone,1.1546
2021-01-19,Average Tone,0.4253
2021-01-20,Average Tone,0.1309
2021-01-21,Average Tone,0.9913
2021-01-22,Average Tone,-0.1406
2021-01-23,Average Tone,0.6314
2021-01-24,Average Tone,0.6432
2021-01-25,Average Tone,0.4205
2021-01-26,Average Tone,0.3058
2021-01-27,Average Tone,1.2664
2021-01-28,Average Tone,0.338
2021-01-29,Average Tone,0.02
2021-01-30,Average Tone,0.0015
2021-01-31,Average Tone,0.0179
2021-02-01,Average Tone,1.7441
2021-02-02,Average Tone,0.5734
2021-02-03,Average Tone,1.0462
2021-02-04,Average Tone,0.6592
2021-02-05,Average Tone,1.5195
2021-02-06,Average Tone,0.3613
2021-02-07,Average Tone,0.1206
2021-02-08,Average Tone,0.9265
2021-02-09,Average Tone,0.5798
2021-02-10,Average Tone,0.6255
2021-02-11,Average Tone,1.0864
2021-02-12,Average Tone,0.2021
2021-02-13,Average Tone,0.9003
2021-02-14,Average Tone,0.008
2021-02-15,Average Tone,0.6225
2021-02-16,Average Tone,1.3146
2021-02-17,Average Tone,0.7526
2021-02-18,Average Tone,0.4098
2021-02-19,Average Tone,0.419
2021-02-20,Average Tone,0.8788
2021-02-21,Average Tone,-0.2549
2021-02-22,Average Tone,1.0439
2021-02-23,Average Tone,0.5317
2021-02-24,Average Tone,0.4854
2021-02-25,Average Tone,0.9426
2021-02-26,Average Tone,0.7633
2021-02-27,Average Tone,1.0447
2021-02-28,Average Tone,0.562
2021-03-01,Average Tone,0.4971
2021-03-02,Average Tone,0.9377
2021-03-03,Average Tone,1.2735
2021-03-04,Average Tone,1.0238
2021-03-05,Average Tone,1.3396
2021-03-06,Average Tone,0.9353
2021-03-07,Average Tone,1.4818
2021-03-08,Average Tone,0.8343
2021-03-09,Average Tone,1.9844
2021-03-10,Average Tone,1.4486
2021-03-11,Average Tone,1.1211
2021-03-12,Average Tone,1.2546
2021-03-13,Average Tone,1.242
2021-03-14,Average Tone,1.4209
2021-03-15,Average Tone,0.3323
2021-03-16,Average Tone,0.8733
2021-03-17,Average Tone,0.8623
2021-03-18,Average Tone,1.0661
