Date,Series,Value
2019-01-21,Average Tone,-0.2419
2019-01-22,Average Tone,-0.3783
2019-01-23,Average Tone,-1.0705
2019-01-24,Average Tone,-0.1943
2019-01-25,Average Tone,0.18
2019-01-26,Average Tone,0.0954
2019-01-27,Average Tone,-0.8793
2019-01-28,Average Tone,-0.6243
2019-01-29,Average Tone,-1.5284
2019-01-30,Average Tone,-0.6994
2019-01-31,Average Tone,0.0458
2019-02-01,Average Tone,0.072
2019-02-02,Average Tone,-0.3767
2019-02-03,Average Tone,-0.3075
2019-02-04,Average Tone,-0.6602
2019-02-05,Average Tone,-1.2287
2019-02-06,Average Tone,-0.8127
2019-02-07,Average Tone,-0.6232
2019-02-08,Average Tone,-0.4833
2019-02-09,Average Tone,-0.265
2019-02-10,Average Tone,-0.3793
2019-02-11,Average Tone,0.2367
2019-02-12,Average Tone,-0.3654
2019-02-13,Average Tone,-1.0214
2019-02-14,Average Tone,-0.2875
2019-02-15,Average Tone,-0.4351
2019-02-16,Average Tone,-0.2381
2019-02-17,Average Tone,-0.5357
2019-02-18,Average Tone,0.477
2019-02-19,Average Tone,0.2707
2019-02-20,Average Tone,0.2238
2019-02-21,Average Tone,0.4636
2019-02-22,Average Tone,0.1133
2019-02-23,Average Tone,0.1885
2019-02-24,Average Tone,-0.0523
2019-02-25,Average Tone,0.2909
2019-02-26,Average Tone,0.3526
2019-02-27,Average Tone,0.3425
2019-02-28,Average Tone,-0.3205
2019-03-01,Average Tone,0.3329
2019-03-02,Average Tone,-0.3209
2019-03-03,Average Tone,3.2793
2019-03-04,Average Tone,-0.6231
2019-03-05,Average Tone,0
2019-03-06,Average Tone,0.2381
2019-03-07,Average Tone,0.0104
2019-03-08,Average Tone,-0.3302
2019-03-09,Average Tone,-0.6716
2019-03-10,Average Tone,-0.227
2019-03-11,Average Tone,-0.4675
2019-03-12,Average Tone,0.129
2019-03-13,Average Tone,0.0325
2019-03-14,Average Tone,0.1335
2019-03-15,Average Tone,-0.4291
2019-03-16,Average Tone,0.4217
2019-03-17,Average Tone,0.3242
2019-03-18,Average Tone,0.4085
2019-03-19,Average Tone,0.3662
2019-03-20,Average Tone,0.4916
2019-03-21,Average Tone,0.6143
2019-03-22,Average Tone,0.5922
2019-03-23,Average Tone,0.4486
2019-03-24,Average Tone,0.3773
2019-03-25,Average Tone,0.3323
2019-03-26,Average Tone,0.0914
2019-03-27,Average Tone,0.4651
2019-03-28,Average Tone,0.1525
2019-03-29,Average Tone,0.3648
2019-03-30,Average Tone,-0.8012
2019-03-31,Average Tone,-0.322
2019-04-01,Average Tone,-0.0096
2019-04-02,Average Tone,-0.5586
2019-04-03,Average Tone,0.3278
2019-04-04,Average Tone,0.7024
2019-04-05,Average Tone,0.114
2019-04-06,Average Tone,-0.0633
2019-04-07,Average Tone,0.4108
2019-04-08,Average Tone,0.4927
2019-04-09,Average Tone,-0.4402
2019-04-10,Average Tone,0.1091
2019-04-11,Average Tone,0.5455
2019-04-12,Average Tone,0.3071
2019-04-13,Average Tone,0.2094
2019-04-14,Average Tone,0.3783
2019-04-15,Average Tone,0.2025
2019-04-16,Average Tone,0.23
2019-04-17,Average Tone,0.3519
2019-04-18,Average Tone,0.2982
2019-04-19,Average Tone,-0.25
2019-04-20,Average Tone,0.4418
2019-04-21,Average Tone,0.2671
2019-04-22,Average Tone,0.188
2019-04-23,Average Tone,0.3418
2019-04-24,Average Tone,0.6493
2019-04-25,Average Tone,-0.0631
2019-04-26,Average Tone,-0.6854
2019-04-27,Average Tone,0.3257
2019-04-28,Average Tone,0.0252
2019-04-29,Average Tone,-0.3089
2019-04-30,Average Tone,-0.1401
2019-05-01,Average Tone,-0.5662
2019-05-02,Average Tone,0.45
2019-05-03,Average Tone,-0.5403
2019-05-04,Average Tone,-0.0711
2019-05-05,Average Tone,0.1333
2019-05-06,Average Tone,-0.2663
2019-05-07,Average Tone,0.3552
2019-05-08,Average Tone,-2.0601
2019-05-09,Average Tone,-0.6212
2019-05-10,Average Tone,-0.4361
2019-05-11,Average Tone,0.2707
2019-05-12,Average Tone,0.5014
2019-05-13,Average Tone,-0.6378
2019-05-14,Average Tone,0.0129
2019-05-15,Average Tone,-0.0954
2019-05-16,Average Tone,0.0933
2019-05-17,Average Tone,-0.3148
2019-05-18,Average Tone,0.0865
2019-05-19,Average Tone,-0.2008
2019-05-20,Average Tone,-0.0278
2019-05-21,Average Tone,-0.4357
2019-05-22,Average Tone,-0.0162
2019-05-23,Average Tone,0.5319
2019-05-24,Average Tone,-0.1841
2019-05-25,Average Tone,-0.3059
2019-05-26,Average Tone,0.4745
2019-05-27,Average Tone,0.2865
2019-05-28,Average Tone,0.0305
2019-05-29,Average Tone,0.2741
2019-05-30,Average Tone,0.6312
2019-05-31,Average Tone,0.2681
2019-06-01,Average Tone,0.2397
2019-06-02,Average Tone,0.4584
2019-06-03,Average Tone,0.2226
2019-06-04,Average Tone,-0.2078
2019-06-05,Average Tone,0.4521
2019-06-06,Average Tone,0.174
2019-06-07,Average Tone,0.0874
2019-06-08,Average Tone,-0.057
2019-06-09,Average Tone,0.2939
2019-06-10,Average Tone,0.1631
2019-06-11,Average Tone,0.3549
2019-06-12,Average Tone,0.7852
2019-06-13,Average Tone,0.2631
2019-06-14,Average Tone,0.3683
2019-06-15,Average Tone,0.2696
2019-06-16,Average Tone,0.5289
2019-06-17,Average Tone,0.01
2019-06-18,Average Tone,0.1789
2019-06-19,Average Tone,0.1234
2019-06-20,Average Tone,-0.2008
2019-06-21,Average Tone,-0.6625
2019-06-22,Average Tone,-0.7575
2019-06-23,Average Tone,-0.9693
2019-06-24,Average Tone,-0.9027
2019-06-25,Average Tone,-0.4192
2019-06-26,Average Tone,-0.1031
2019-06-27,Average Tone,-0.2806
2019-06-28,Average Tone,-0.6024
2019-06-29,Average Tone,-0.0162
2019-06-30,Average Tone,-0.5841
2019-07-01,Average Tone,-0.0133
2019-07-02,Average Tone,-0.6587
2019-07-03,Average Tone,-0.6221
2019-07-04,Average Tone,-0.1605
2019-07-05,Average Tone,-0.4017
2019-07-06,Average Tone,0.079
2019-07-07,Average Tone,-0.6896
2019-07-08,Average Tone,-0.1049
2019-07-09,Average Tone,-0.7047
2019-07-10,Average Tone,-0.2578
2019-07-11,Average Tone,-0.4441
2019-07-12,Average Tone,-1.4319
2019-07-13,Average Tone,-0.7497
2019-07-14,Average Tone,-0.5087
2019-07-15,Average Tone,-1.4578
2019-07-16,Average Tone,-1.0949
2019-07-17,Average Tone,-0.7699
2019-07-18,Average Tone,-0.5137
2019-07-19,Average Tone,-0.0472
2019-07-20,Average Tone,-0.5904
2019-07-21,Average Tone,-0.6012
2019-07-22,Average Tone,-0.3547
2019-07-23,Average Tone,-0.9395
2019-07-24,Average Tone,0.2758
2019-07-25,Average Tone,0.2572
2019-07-26,Average Tone,0.5419
2019-07-27,Average Tone,-0.0162
2019-07-28,Average Tone,0.1806
2019-07-29,Average Tone,0.3986
2019-07-30,Average Tone,0.5034
2019-07-31,Average Tone,0.3327
2019-08-01,Average Tone,0.3384
2019-08-02,Average Tone,0.424
2019-08-03,Average Tone,0.348
2019-08-04,Average Tone,0.2778
2019-08-05,Average Tone,-0.5057
2019-08-06,Average Tone,-0.582
2019-08-07,Average Tone,0.2605
2019-08-08,Average Tone,0.1753
2019-08-09,Average Tone,-0.0536
2019-08-10,Average Tone,0.1287
2019-08-11,Average Tone,0.1348
2019-08-12,Average Tone,0.5062
2019-08-13,Average Tone,0.1864
2019-08-14,Average Tone,-0.6706
2019-08-15,Average Tone,-0.3572
2019-08-16,Average Tone,0.1836
2019-08-17,Average Tone,0.2855
2019-08-18,Average Tone,0.299
2019-08-19,Average Tone,0.4438
2019-08-20,Average Tone,0.4978
2019-08-21,Average Tone,0.2159
2019-08-22,Average Tone,0.4175
2019-08-23,Average Tone,0.2734
2019-08-24,Average Tone,0.1377
2019-08-25,Average Tone,0.2128
2019-08-26,Average Tone,-0.0299
2019-08-27,Average Tone,-0.3894
2019-08-28,Average Tone,0.3938
2019-08-29,Average Tone,-0.0375
2019-08-30,Average Tone,-0.1342
2019-08-31,Average Tone,-0.2809
2019-09-01,Average Tone,0.2123
2019-09-02,Average Tone,-0.12
2019-09-03,Average Tone,0.3797
2019-09-04,Average Tone,0.846
2019-09-05,Average Tone,0.4812
2019-09-06,Average Tone,0.657
2019-09-07,Average Tone,0.491
2019-09-08,Average Tone,0.53
2019-09-09,Average Tone,0.6191
2019-09-10,Average Tone,0.3444
2019-09-11,Average Tone,0.1308
2019-09-12,Average Tone,0.158
2019-09-13,Average Tone,0.3686
2019-09-14,Average Tone,0.2484
2019-09-15,Average Tone,0.2441
2019-09-16,Average Tone,0.8893
2019-09-17,Average Tone,0.5747
2019-09-18,Average Tone,0.3628
2019-09-19,Average Tone,0.2427
2019-09-20,Average Tone,0.0629
2019-09-21,Average Tone,-1.7062
2019-09-22,Average Tone,-1.3396
2019-09-23,Average Tone,0.1158
2019-09-24,Average Tone,0.1786
2019-09-25,Average Tone,0.2632
2019-09-26,Average Tone,0.141
2019-09-27,Average Tone,0.3018
2019-09-28,Average Tone,0.6603
2019-09-29,Average Tone,0.4745
2019-09-30,Average Tone,0.1352
2019-10-01,Average Tone,0.2751
2019-10-02,Average Tone,0.2731
2019-10-03,Average Tone,0.3596
2019-10-04,Average Tone,0.2042
2019-10-05,Average Tone,0.1555
2019-10-06,Average Tone,0.2029
2019-10-07,Average Tone,0.0086
2019-10-08,Average Tone,0.3767
2019-10-09,Average Tone,0.4125
2019-10-10,Average Tone,0.2336
2019-10-11,Average Tone,0.4148
2019-10-12,Average Tone,0.8851
2019-10-13,Average Tone,0.2429
2019-10-14,Average Tone,0.0228
2019-10-15,Average Tone,0.8199
2019-10-16,Average Tone,-0.5342
2019-10-17,Average Tone,-0.0215
2019-10-18,Average Tone,0.0694
2019-10-19,Average Tone,0.4346
2019-10-20,Average Tone,0.4373
2019-10-21,Average Tone,0.3665
2019-10-22,Average Tone,0.5916
2019-10-23,Average Tone,0.1073
2019-10-24,Average Tone,-0.0157
2019-10-25,Average Tone,0.1808
2019-10-26,Average Tone,0.1801
2019-10-27,Average Tone,0.361
2019-10-28,Average Tone,0.5275
2019-10-29,Average Tone,0.4193
2019-10-30,Average Tone,0.4061
2019-10-31,Average Tone,0.2952
2019-11-01,Average Tone,0.1869
2019-11-02,Average Tone,0.4686
2019-11-03,Average Tone,-0.0367
2019-11-04,Average Tone,-0.028
2019-11-05,Average Tone,0.0223
2019-11-06,Average Tone,-0.012
2019-11-07,Average Tone,0.6447
2019-11-08,Average Tone,0.5647
2019-11-09,Average Tone,0.6272
2019-11-10,Average Tone,0.4881
2019-11-11,Average Tone,0.4487
2019-11-12,Average Tone,0.5059
2019-11-13,Average Tone,0.3229
2019-11-14,Average Tone,0.1248
2019-11-15,Average Tone,-0.1253
2019-11-16,Average Tone,-0.2404
2019-11-17,Average Tone,-0.1614
2019-11-18,Average Tone,0.6151
2019-11-19,Average Tone,0.4726
2019-11-20,Average Tone,0.2537
2019-11-21,Average Tone,0.262
2019-11-22,Average Tone,-0.6548
2019-11-23,Average Tone,-0.6698
2019-11-24,Average Tone,-0.0152
2019-11-25,Average Tone,-0.9297
2019-11-26,Average Tone,-0.1907
2019-11-27,Average Tone,0.1569
2019-11-28,Average Tone,-0.1918
2019-11-29,Average Tone,-0.3015
2019-11-30,Average Tone,-0.6956
2019-12-01,Average Tone,-0.3624
2019-12-02,Average Tone,0.3059
2019-12-03,Average Tone,0.6877
2019-12-04,Average Tone,0.3088
2019-12-05,Average Tone,0.2547
2019-12-06,Average Tone,0.1062
2019-12-07,Average Tone,-0.922
2019-12-08,Average Tone,-0.7711
2019-12-09,Average Tone,0.7468
2019-12-10,Average Tone,0.3105
2019-12-11,Average Tone,-1.0269
2019-12-12,Average Tone,1.0177
2019-12-13,Average Tone,-0.5668
2019-12-14,Average Tone,-0.3573
2019-12-15,Average Tone,-0.2182
2019-12-16,Average Tone,-1.0505
2019-12-17,Average Tone,-0.3534
2019-12-18,Average Tone,-0.4203
2019-12-19,Average Tone,-0.3266
2019-12-20,Average Tone,-0.0801
2019-12-21,Average Tone,-0.4091
2019-12-22,Average Tone,-1.1694
2019-12-23,Average Tone,-0.1494
2019-12-24,Average Tone,0.4802
2019-12-25,Average Tone,-0.2779
2019-12-26,Average Tone,-0.6058
2019-12-27,Average Tone,-0.4913
2019-12-28,Average Tone,0.0577
2019-12-29,Average Tone,-0.9014
2019-12-30,Average Tone,-0.7845
2019-12-31,Average Tone,-0.9824
2020-01-01,Average Tone,0.2568
2020-01-02,Average Tone,-0.2366
2020-01-03,Average Tone,-0.352
2020-01-04,Average Tone,-0.5597
2020-01-05,Average Tone,-0.3315
2020-01-06,Average Tone,-0.7986
2020-01-07,Average Tone,0.2418
2020-01-08,Average Tone,0.2045
2020-01-09,Average Tone,0.5152
2020-01-10,Average Tone,-0.0811
2020-01-11,Average Tone,0.3183
2020-01-12,Average Tone,0.1546
2020-01-13,Average Tone,0.3832
2020-01-14,Average Tone,0.2009
2020-01-15,Average Tone,0.8385
2020-01-16,Average Tone,-0.7432
2020-01-17,Average Tone,-0.1759
2020-01-18,Average Tone,-0.354
2020-01-19,Average Tone,0.1103
2020-01-20,Average Tone,-0.2503
2020-01-21,Average Tone,-0.0063
2020-01-22,Average Tone,0.5778
2020-01-23,Average Tone,0.4
2020-01-24,Average Tone,0.4224
2020-01-25,Average Tone,-0.608
2020-01-26,Average Tone,-0.5535
2020-01-27,Average Tone,-0.417
2020-01-28,Average Tone,0.0002
2020-01-29,Average Tone,0.1412
2020-01-30,Average Tone,0.2389
2020-01-31,Average Tone,0.1983
2020-02-01,Average Tone,0.4613
2020-02-02,Average Tone,-0.6131
2020-02-03,Average Tone,-0.2795
2020-02-04,Average Tone,0.0867
2020-02-05,Average Tone,0.8252
2020-02-06,Average Tone,0.1452
2020-02-07,Average Tone,0.9494
2020-02-08,Average Tone,-0.0844
2020-02-09,Average Tone,0.4307
2020-02-10,Average Tone,0.1605
2020-02-11,Average Tone,-0.7788
2020-02-12,Average Tone,-0.1387
2020-02-13,Average Tone,-0.2397
2020-02-14,Average Tone,-0.2607
2020-02-15,Average Tone,-0.3621
2020-02-16,Average Tone,-0.5006
2020-02-17,Average Tone,-0.1775
2020-02-18,Average Tone,0.2975
2020-02-19,Average Tone,0.792
2020-02-20,Average Tone,-0.137
2020-02-21,Average Tone,-0.2709
2020-02-22,Average Tone,-1.199
2020-02-23,Average Tone,-0.3733
2020-02-24,Average Tone,-0.5041
2020-02-25,Average Tone,-0.3112
2020-02-26,Average Tone,-0.5942
2020-02-27,Average Tone,-0.8631
2020-02-28,Average Tone,-1.197
2020-02-29,Average Tone,-0.507
2020-03-01,Average Tone,-1.1348
2020-03-02,Average Tone,0.0436
2020-03-03,Average Tone,-0.4896
2020-03-04,Average Tone,-0.228
2020-03-05,Average Tone,-0.4258
2020-03-06,Average Tone,0.2758
2020-03-07,Average Tone,-0.9811
2020-03-08,Average Tone,-0.575
2020-03-09,Average Tone,-0.7012
2020-03-10,Average Tone,0.0435
2020-03-11,Average Tone,-1.8129
2020-03-12,Average Tone,-1.8083
2020-03-13,Average Tone,-1.9569
2020-03-14,Average Tone,-1.8881
2020-03-15,Average Tone,-0.9966
2020-03-16,Average Tone,-0.5036
2020-03-17,Average Tone,0.5347
2020-03-18,Average Tone,0.0697
2020-03-19,Average Tone,-1.1569
2020-03-20,Average Tone,-0.4025
2020-03-21,Average Tone,-0.5328
2020-03-22,Average Tone,-0.2838
2020-03-23,Average Tone,-0.5674
2020-03-24,Average Tone,-1.1154
2020-03-25,Average Tone,0.3531
2020-03-26,Average Tone,-1.0394
2020-03-27,Average Tone,0.294
2020-03-28,Average Tone,-0.6346
2020-03-29,Average Tone,-1.0109
2020-03-30,Average Tone,-0.6418
2020-03-31,Average Tone,0.6928
2020-04-01,Average Tone,-0.7121
2020-04-02,Average Tone,-0.3013
2020-04-03,Average Tone,0.3261
2020-04-04,Average Tone,-0.9426
2020-04-05,Average Tone,-0.4254
2020-04-06,Average Tone,0.304
2020-04-07,Average Tone,-0.5535
2020-04-08,Average Tone,-0.1425
2020-04-09,Average Tone,0.3581
2020-04-10,Average Tone,0.076
2020-04-11,Average Tone,0.4074
2020-04-12,Average Tone,-0.2446
2020-04-13,Average Tone,0.0293
2020-04-14,Average Tone,-0.1942
2020-04-15,Average Tone,-0.4714
2020-04-16,Average Tone,-0.2715
2020-04-17,Average Tone,1.3596
2020-04-18,Average Tone,-0.8874
2020-04-19,Average Tone,-0.4478
2020-04-20,Average Tone,0.1527
2020-04-21,Average Tone,-0.3638
2020-04-22,Average Tone,0.092
2020-04-23,Average Tone,-0.075
2020-04-24,Average Tone,0.1804
2020-04-25,Average Tone,-1.4056
2020-04-26,Average Tone,-0.7248
2020-04-27,Average Tone,1.001
2020-04-28,Average Tone,0.2815
2020-04-29,Average Tone,-0.0921
2020-04-30,Average Tone,0.4642
2020-05-01,Average Tone,0.4852
2020-05-02,Average Tone,0.8262
2020-05-03,Average Tone,0.7438
2020-05-04,Average Tone,-0.7068
2020-05-05,Average Tone,1.1457
2020-05-06,Average Tone,0.7595
2020-05-07,Average Tone,0.5387
2020-05-08,Average Tone,0.6226
2020-05-09,Average Tone,1.238
2020-05-10,Average Tone,-1.0679
2020-05-11,Average Tone,-0.504
2020-05-12,Average Tone,0.2032
2020-05-13,Average Tone,1.0953
2020-05-14,Average Tone,0.2903
2020-05-15,Average Tone,-0.3546
2020-05-16,Average Tone,-0.0374
2020-05-17,Average Tone,-1.0781
2020-05-18,Average Tone,0.797
2020-05-19,Average Tone,0.0632
2020-05-20,Average Tone,-0.0455
2020-05-21,Average Tone,-0.3013
2020-05-22,Average Tone,-0.4272
2020-05-23,Average Tone,-0.3728
2020-05-24,Average Tone,-0.9223
2020-05-25,Average Tone,0.2003
2020-05-26,Average Tone,0.995
2020-05-27,Average Tone,0.4573
2020-05-28,Average Tone,0.4712
2020-05-29,Average Tone,0.7427
2020-05-30,Average Tone,-0.436
2020-05-31,Average Tone,-0.8716
2020-06-01,Average Tone,-0.035
2020-06-02,Average Tone,-0.8599
2020-06-03,Average Tone,-0.4204
2020-06-04,Average Tone,-0.9137
2020-06-05,Average Tone,-0.3488
2020-06-06,Average Tone,-0.2396
2020-06-07,Average Tone,-0.4961
2020-06-08,Average Tone,-0.5175
2020-06-09,Average Tone,0.1652
2020-06-10,Average Tone,0.451
2020-06-11,Average Tone,0.7544
2020-06-12,Average Tone,-0.5256
2020-06-13,Average Tone,0.4492
2020-06-14,Average Tone,0.2979
2020-06-15,Average Tone,-0.3846
2020-06-16,Average Tone,0.3799
2020-06-17,Average Tone,-0.1459
2020-06-18,Average Tone,0.4504
2020-06-19,Average Tone,-0.1574
2020-06-20,Average Tone,-0.3069
2020-06-21,Average Tone,-0.6366
2020-06-22,Average Tone,-0.1203
2020-06-23,Average Tone,0.6547
2020-06-24,Average Tone,-0.0217
2020-06-25,Average Tone,1.3017
2020-06-26,Average Tone,-0.5124
2020-06-27,Average Tone,-0.8244
2020-06-28,Average Tone,0.2399
2020-06-29,Average Tone,-0.7081
2020-06-30,Average Tone,0.0619
2020-07-01,Average Tone,0.3073
2020-07-02,Average Tone,0.4096
2020-07-03,Average Tone,-1.2207
2020-07-04,Average Tone,0.1088
2020-07-05,Average Tone,-0.091
2020-07-06,Average Tone,-0.0905
2020-07-07,Average Tone,1.0197
2020-07-08,Average Tone,0.2818
2020-07-09,Average Tone,-0.834
2020-07-10,Average Tone,0.817
2020-07-11,Average Tone,0.8128
2020-07-12,Average Tone,-0.9072
2020-07-13,Average Tone,-0.7299
2020-07-14,Average Tone,0.3027
2020-07-15,Average Tone,-1.9204
2020-07-16,Average Tone,-3.3072
2020-07-17,Average Tone,-1.323
2020-07-18,Average Tone,-3.9835
2020-07-19,Average Tone,-2.4894
2020-07-20,Average Tone,-0.3984
2020-07-21,Average Tone,-0.5839
2020-07-22,Average Tone,-0.4153
2020-07-23,Average Tone,-1.6334
2020-07-24,Average Tone,-0.6094
2020-07-25,Average Tone,-0.1156
2020-07-26,Average Tone,0.5617
2020-07-27,Average Tone,0.565
2020-07-28,Average Tone,1.5408
2020-07-29,Average Tone,0.7509
2020-07-30,Average Tone,0.6693
2020-07-31,Average Tone,-0.8462
2020-08-01,Average Tone,-1.0675
2020-08-02,Average Tone,-1.3565
2020-08-03,Average Tone,-1.1298
2020-08-04,Average Tone,-0.3006
2020-08-05,Average Tone,0.0085
2020-08-06,Average Tone,0.9873
2020-08-07,Average Tone,0.4707
2020-08-08,Average Tone,0.4432
2020-08-09,Average Tone,0.5153
2020-08-10,Average Tone,0.4342
2020-08-11,Average Tone,-0.4309
2020-08-12,Average Tone,-0.408
2020-08-13,Average Tone,-0.1232
2020-08-14,Average Tone,-0.1819
2020-08-15,Average Tone,-0.1461
2020-08-16,Average Tone,1.0448
2020-08-17,Average Tone,0.5049
2020-08-18,Average Tone,1.0605
2020-08-19,Average Tone,0.6263
2020-08-20,Average Tone,1.1012
2020-08-21,Average Tone,1.1049
2020-08-22,Average Tone,-0.344
2020-08-23,Average Tone,-0.8351
2020-08-24,Average Tone,-0.3879
2020-08-25,Average Tone,-0.0189
2020-08-26,Average Tone,-0.1001
2020-08-27,Average Tone,1.0408
2020-08-28,Average Tone,-0.5603
2020-08-29,Average Tone,-0.2801
2020-08-30,Average Tone,-1.1953
2020-08-31,Average Tone,0.7434
2020-09-01,Average Tone,0.3859
2020-09-02,Average Tone,0.4317
2020-09-03,Average Tone,-0.8828
2020-09-04,Average Tone,-0.2759
2020-09-05,Average Tone,0.1621
2020-09-06,Average Tone,-0.4846
2020-09-07,Average Tone,-0.7926
2020-09-08,Average Tone,-0.274
2020-09-09,Average Tone,0.2292
2020-09-10,Average Tone,1.1295
2020-09-11,Average Tone,0.304
2020-09-12,Average Tone,-0.0653
2020-09-13,Average Tone,1.1082
2020-09-14,Average Tone,2.0048
2020-09-15,Average Tone,0.5653
2020-09-16,Average Tone,-0.1147
2020-09-17,Average Tone,-0.0524
2020-09-18,Average Tone,1.7818
2020-09-19,Average Tone,0.0329
2020-09-20,Average Tone,-0.9148
2020-09-21,Average Tone,0.8656
2020-09-22,Average Tone,0.1669
2020-09-23,Average Tone,0.111
2020-09-24,Average Tone,0.0634
2020-09-25,Average Tone,0.3666
2020-09-26,Average Tone,-0.6494
2020-09-27,Average Tone,0.1003
2020-09-28,Average Tone,0.5285
2020-09-29,Average Tone,-1.4015
2020-09-30,Average Tone,0.7526
2020-10-01,Average Tone,-0.2827
2020-10-02,Average Tone,-0.6632
2020-10-03,Average Tone,-0.3303
2020-10-04,Average Tone,-0.9867
2020-10-05,Average Tone,-0.1303
2020-10-06,Average Tone,-0.8257
2020-10-07,Average Tone,-0.398
2020-10-08,Average Tone,0.0096
2020-10-09,Average Tone,-0.18
2020-10-10,Average Tone,-0.4541
2020-10-11,Average Tone,-0.8479
2020-10-12,Average Tone,-0.2137
2020-10-13,Average Tone,0.0864
2020-10-14,Average Tone,1.0134
2020-10-15,Average Tone,0.3554
2020-10-16,Average Tone,0.0984
2020-10-17,Average Tone,-1.0727
2020-10-18,Average Tone,-0.4146
2020-10-19,Average Tone,0.8288
2020-10-21,Average Tone,0.2028
2020-10-22,Average Tone,0.7148
2020-10-23,Average Tone,-0.0686
2020-10-24,Average Tone,0.6101
2020-10-25,Average Tone,0.1569
2020-10-26,Average Tone,0.8922
2020-10-27,Average Tone,0.3354
2020-10-28,Average Tone,0.5469
2020-10-29,Average Tone,1.1264
2020-10-30,Average Tone,-0.269
2020-10-31,Average Tone,0.9248
2020-11-01,Average Tone,-0.1026
2020-11-02,Average Tone,0.6447
2020-11-03,Average Tone,0.4554
2020-11-04,Average Tone,1.2537
2020-11-05,Average Tone,-0.8956
2020-11-06,Average Tone,-1.0111
2020-11-07,Average Tone,-1.3453
2020-11-08,Average Tone,1.6705
2020-11-09,Average Tone,1.1428
2020-11-10,Average Tone,0.3621
2020-11-11,Average Tone,-0.1079
2020-11-12,Average Tone,0.9684
2020-11-13,Average Tone,0.2241
2020-11-14,Average Tone,4.4556
2020-11-15,Average Tone,-0.5021
2020-11-16,Average Tone,0.1232
2020-11-17,Average Tone,0.05
2020-11-18,Average Tone,-0.4288
2020-11-19,Average Tone,-0.3677
2020-11-20,Average Tone,0.6589
2020-11-21,Average Tone,-0.3751
2020-11-22,Average Tone,1.7248
2020-11-23,Average Tone,0.659
2020-11-24,Average Tone,0.1305
2020-11-25,Average Tone,-0.2664
2020-11-26,Average Tone,-1.1889
2020-11-27,Average Tone,-0.5412
2020-11-28,Average Tone,-0.2667
2020-11-29,Average Tone,0.3635
2020-11-30,Average Tone,0.3342
2020-12-01,Average Tone,-0.0082
2020-12-02,Average Tone,0.8436
2020-12-03,Average Tone,-0.2047
2020-12-04,Average Tone,0.4013
2020-12-05,Average Tone,0.5005
2020-12-06,Average Tone,-0.237
2020-12-07,Average Tone,-0.7114
2020-12-08,Average Tone,0.2492
2020-12-09,Average Tone,0.0708
2020-12-10,Average Tone,0.8996
2020-12-11,Average Tone,-0.7548
2020-12-12,Average Tone,-0.0323
2020-12-13,Average Tone,0.4289
2020-12-14,Average Tone,0.8305
2020-12-15,Average Tone,1.212
2020-12-16,Average Tone,0.8272
2020-12-17,Average Tone,0.2723
2020-12-18,Average Tone,-0.2458
2020-12-19,Average Tone,-0.4064
2020-12-20,Average Tone,0.1068
2020-12-21,Average Tone,0.3151
2020-12-22,Average Tone,-0.4478
2020-12-23,Average Tone,-0.0463
2020-12-24,Average Tone,0.7049
2020-12-25,Average Tone,0.166
2020-12-26,Average Tone,0.3392
2020-12-27,Average Tone,0.1968
2020-12-28,Average Tone,-0.2067
2020-12-29,Average Tone,-0.1938
2020-12-30,Average Tone,-0.2675
2020-12-31,Average Tone,-0.3281
2021-01-01,Average Tone,0.4935
2021-01-02,Average Tone,-0.2078
2021-01-03,Average Tone,0.244
2021-01-04,Average Tone,-0.4999
2021-01-05,Average Tone,-0.0286
2021-01-06,Average Tone,0.1569
2021-01-07,Average Tone,-0.1869
2021-01-08,Average Tone,-0.0088
2021-01-09,Average Tone,-0.1888
2021-01-10,Average Tone,-0.4547
2021-01-11,Average Tone,-1.4628
2021-01-12,Average Tone,-0.2105
2021-01-13,Average Tone,-0.9085
2021-01-14,Average Tone,0.339
2021-01-15,Average Tone,0.2497
2021-01-16,Average Tone,0.8962
2021-01-17,Average Tone,-1.4862
2021-01-18,Average Tone,-0.4074
2021-01-19,Average Tone,0.4117
2021-01-20,Average Tone,0.1395
2021-01-21,Average Tone,-0.1472
2021-01-22,Average Tone,-1.7639
2021-01-23,Average Tone,-0.4693
2021-01-24,Average Tone,-0.0421
2021-01-25,Average Tone,0.2954
2021-01-26,Average Tone,0.0999
2021-01-27,Average Tone,-0.108
2021-01-28,Average Tone,-0.4711
2021-01-29,Average Tone,-0.6848
2021-01-30,Average Tone,-0.3513
2021-01-31,Average Tone,-0.6346
2021-02-01,Average Tone,0.8458
2021-02-02,Average Tone,0.5413
2021-02-03,Average Tone,0.7608
2021-02-04,Average Tone,0.0235
2021-02-05,Average Tone,0.1359
2021-02-06,Average Tone,-0.8166
2021-02-07,Average Tone,-0.3738
2021-02-08,Average Tone,0.5836
2021-02-09,Average Tone,0.349
2021-02-10,Average Tone,0.0764
2021-02-11,Average Tone,0.2674
2021-02-12,Average Tone,0.1763
2021-02-13,Average Tone,0.4
2021-02-14,Average Tone,0.2503
2021-02-15,Average Tone,0.1536
2021-02-16,Average Tone,-0.32
2021-02-17,Average Tone,-0.4944
2021-02-18,Average Tone,-0.2924
2021-02-19,Average Tone,-0.3257
2021-02-20,Average Tone,0.2985
